Name,Value.availability,Value.cost,Value.dealership,Value.function,Value.location,Value.other,Value.participantid,Value.range,Value.reviewid,Value.sentiment,Value.servicetimes,Value.time,Value.userinteraction
259056n1,,,,true,,,1,,259056,Positive,, 10/12/2019 @ 14:45:4,
259079n1,,,,true,,,1,,259079,Positive,, 8/12/2019 @ 13:30:55,
259081n1,,,,,true,,1,,259081,Positive,, 10/12/2019 @ 14:36:26,
259087n1,,,true,true,true,,1,,259087,Negative,true, 30/11/2019 @ 18:37:11,
259095n1,,,,true,,,1,,259095,Negative,, 8/12/2019 @ 12:54:43,
259112n1,true,,,,,,1,,259112,Negative,, 5/12/2019 @ 21:1:42,
259113n1,true,,true,,,,1,,259113,Negative,, 8/12/2019 @ 12:58:57,
259117n1,,,,true,,,1,,259117,Negative,, 30/11/2019 @ 16:4:48,
259152n1,,,true,,,,1,,259152,Positive,, 10/12/2019 @ 14:8:22,true
259248n1,,,true,,,,1,,259248,Positive,, 5/12/2019 @ 21:21:55,
259271n1,,,true,,true,,1,,259271,Positive,, 8/12/2019 @ 18:38:16,
259308n1,,true,,,,,1,,259308,Negative,true, 8/12/2019 @ 16:18:20,
259327n1,,,,true,,,1,,259327,Negative,, 10/12/2019 @ 14:46:46,
259331n1,,,,true,,,1,,259331,Negative,, 2/12/2019 @ 19:6:16,
259340n1,,,,,,,1,,259340,Positive,, 2/12/2019 @ 19:39:50,true
259353n1,,,,true,,,1,,259353,Positive,, 2/12/2019 @ 20:9:6,
259409n1,,,,true,,,1,,259409,Negative,, 2/12/2019 @ 19:15:4,
259427n1,,true,,,,,1,,259427,Positive,, 1/12/2019 @ 10:11:58,
259435n1,,,,true,,,1,,259435,Positive,, 1/12/2019 @ 10:1:34,
259486n1,true,,,,,,1,,259486,Positive,, 1/12/2019 @ 9:48:23,
259537n1,,,,true,,,1,,259537,Positive,, 7/12/2019 @ 13:13:55,
259585n1,,,,true,,,1,,259585,Negative,, 8/12/2019 @ 18:43:6,
259665n1,,,,true,,,1,,259665,Negative,, 2/12/2019 @ 19:41:37,
259684n1,,,,,true,,1,,259684,Negative,, 5/12/2019 @ 22:2:40,
259687n1,,,,true,,,1,,259687,Negative,, 6/12/2019 @ 19:50:22,
259692n1,true,,,true,true,,1,,259692,Negative,, 2/12/2019 @ 19:14:53,
259762n1,,,,true,,,1,,259762,Positive,, 30/11/2019 @ 18:22:40,
259783n1,true,true,,,,,1,,259783,Positive,, 30/11/2019 @ 18:22:9,
259824n1,,,,true,,,1,,259824,Negative,, 5/12/2019 @ 21:22:10,
259883n1,,,,true,true,,1,,259883,Negative,, 3/12/2019 @ 20:11:58,
259923n1,true,,,,,,1,,259923,Positive,, 29/11/2019 @ 18:21:22,
259937n1,,,,true,true,,1,,259937,Negative,, 8/12/2019 @ 12:41:59,
259947n1,,,,true,,,1,,259947,Positive,, 1/12/2019 @ 10:8:27,
259954n1,true,,,,true,,1,,259954,Positive,, 8/12/2019 @ 12:53:15,
259991n1,,,,true,,,1,,259991,Negative,, 10/12/2019 @ 14:41:29,
259995n1,,,,true,,,1,,259995,Negative,, 1/12/2019 @ 10:6:26,true
260074n1,,,,true,,,1,,260074,Negative,, 30/11/2019 @ 18:22:14,
260101n1,,,,,,,1,,260101,Negative,, 29/11/2019 @ 18:23:18,true
260104n1,true,,,,,,1,,260104,Negative,, 8/12/2019 @ 16:18:43,
260158n1,,,,true,,,1,,260158,Positive,, 5/12/2019 @ 21:15:36,
260170n1,,,,true,true,,1,,260170,Negative,, 8/12/2019 @ 13:31:23,
260201n1,,,,true,,,1,,260201,Negative,, 10/12/2019 @ 14:24:53,
260236n1,,,,,true,,1,,260236,Positive,, 2/12/2019 @ 19:5:8,
260243n1,,,true,,true,,1,,260243,Positive,true, 2/12/2019 @ 19:20:39,
260249n1,,,,true,,,1,,260249,Positive,, 7/12/2019 @ 12:23:3,
260254n1,,,true,,true,,1,,260254,Positive,, 1/12/2019 @ 10:16:21,
260260n1,true,,,true,,,1,,260260,Negative,, 1/12/2019 @ 10:16:28,
260290n1,,,,true,,,1,,260290,Positive,, 8/12/2019 @ 16:16:49,
260294n1,,,,,true,,1,,260294,Positive,, 6/12/2019 @ 19:57:22,
260342n1,,,,,true,,1,,260342,Positive,, 10/12/2019 @ 14:41:17,
260364n1,,,,,,,1,,260364,Positive,true, 10/12/2019 @ 14:18:10,
260372n1,,,,,true,,1,,260372,Positive,, 1/12/2019 @ 10:10:23,
260374n1,,,,true,,,1,,260374,Negative,, 5/12/2019 @ 21:53:16,
260379n1,,,true,true,,,1,,260379,Negative,, 30/11/2019 @ 18:36:12,
260392n1,,,,true,,,1,,260392,Positive,, 1/12/2019 @ 10:12:34,
260409n1,,true,true,,,,1,,260409,Positive,, 10/12/2019 @ 14:25:59,
260418n1,,true,,true,,,1,,260418,Negative,, 2/12/2019 @ 19:14:2,
26046n1,true,,,,true,,1,,26046,Negative,, 29/11/2019 @ 16:36:32,
26046n2,true,,,,true,,2,,26046,Positive,, 27/11/2019 @ 13:36:10,
26046n3,true,,,,true,,3,,26046,Positive,, 30/11/2019 @ 19:16:13,true
26046n4,true,,,,,,4,,26046,Positive,, 27/11/2019 @ 15:56:43,
26046n5,true,,,,true,,5,,26046,Positive,, 1/12/2019 @ 17:51:4,
260470n1,,,,true,,,1,,260470,Negative,, 8/12/2019 @ 12:58:24,
260538n1,true,,,,,,1,,260538,Positive,, 2/12/2019 @ 19:35:3,
260602n1,,,,,true,,1,,260602,Positive,true, 1/12/2019 @ 9:48:17,
260634n1,,,true,,,,1,,260634,Positive,, 10/12/2019 @ 13:54:30,
260641n1,,,,true,,,1,,260641,Positive,, 10/12/2019 @ 14:44:57,
260682n1,true,,,,,,1,,260682,Positive,, 8/12/2019 @ 12:55:28,
260683n1,,true,true,true,,,1,,260683,Positive,, 1/12/2019 @ 9:43:54,
260699n1,,,,true,,,1,,260699,Negative,, 7/12/2019 @ 12:46:51,true
260732n1,,,,true,true,,1,,260732,Positive,, 8/12/2019 @ 16:21:41,
260772n1,,,true,true,,,1,,260772,Negative,, 7/12/2019 @ 12:32:20,
260817n1,true,true,,true,true,,1,,260817,Positive,, 3/12/2019 @ 20:3:15,
260819n1,true,,,true,,,1,,260819,Negative,, 5/12/2019 @ 21:1:37,
260833n1,,,,true,,,1,,260833,Negative,true, 30/11/2019 @ 18:29:36,
260842n1,,,,,true,,1,,260842,Positive,, 7/12/2019 @ 12:41:8,
260862n1,true,,,true,,,1,,260862,Negative,true, 30/11/2019 @ 18:47:0,
260864n1,,,,true,,,1,,260864,Positive,, 10/12/2019 @ 14:45:21,
260894n1,,,,,,,1,,260894,Positive,, 8/12/2019 @ 12:42:32,true
260915n1,,,,,true,,1,,260915,Negative,, 8/12/2019 @ 18:38:3,
260921n1,,,,,true,,1,,260921,Positive,true, 8/12/2019 @ 16:21:0,
260948n1,,,,,true,,1,true,260948,Positive,true, 4/12/2019 @ 19:52:27,
260969n1,,,,true,,,1,,260969,Negative,, 30/11/2019 @ 18:23:50,
260978n1,,,,true,,,1,,260978,Negative,, 2/12/2019 @ 19:59:8,
261034n1,,,,,true,,1,,261034,Negative,, 1/12/2019 @ 9:43:22,
261042n1,,,true,true,,,1,,261042,Positive,true, 6/12/2019 @ 19:55:57,
261106n1,,,,true,true,,1,true,261106,Positive,, 10/12/2019 @ 14:33:5,
261175n1,true,,,,,,1,,261175,Positive,, 29/11/2019 @ 18:13:38,
261236n1,,,,true,,,1,,261236,Negative,, 5/12/2019 @ 22:2:52,
261271n1,true,,,true,,,1,,261271,Positive,, 30/11/2019 @ 18:44:50,
261274n1,,,,true,,,1,,261274,Negative,, 7/12/2019 @ 11:48:20,
261323n1,,,,true,,,1,,261323,Negative,, 4/12/2019 @ 19:39:34,
261325n1,,,,true,,,1,,261325,Positive,, 8/12/2019 @ 16:39:16,
261361n1,,,,true,,,1,,261361,Positive,, 8/12/2019 @ 18:42:41,
261411n1,,,,true,true,,1,,261411,Positive,, 30/11/2019 @ 18:41:59,
261421n1,true,,,,true,,1,,261421,Negative,, 7/12/2019 @ 12:34:4,
261445n1,,,true,,,,1,,261445,Positive,, 10/12/2019 @ 14:42:8,true
261465n1,true,,,,,,1,,261465,Negative,true, 7/12/2019 @ 12:53:29,
261485n1,,,,,true,,1,,261485,Negative,, 30/11/2019 @ 16:5:40,
261496n1,,,,,,,1,,261496,Positive,true, 7/12/2019 @ 11:56:20,
261521n1,true,,,,true,,1,,261521,Negative,, 2/12/2019 @ 18:50:47,
261614n1,,,,,true,,1,,261614,Positive,, 7/12/2019 @ 12:53:12,
261641n1,,,,true,,,1,,261641,Positive,, 4/12/2019 @ 19:35:16,
261643n1,,true,,,true,,1,,261643,Negative,, 4/12/2019 @ 19:26:30,
261686n1,,,,true,true,,1,true,261686,Positive,, 10/12/2019 @ 14:20:22,
261699n1,,,true,,true,,1,true,261699,Negative,, 10/12/2019 @ 13:55:22,
261712n1,true,,,,,,1,,261712,Negative,, 10/12/2019 @ 14:43:38,true
261742n1,,,,true,,,1,,261742,Positive,, 2/12/2019 @ 19:21:57,
261745n1,,,,true,,,1,,261745,Negative,, 30/11/2019 @ 18:35:39,
261769n1,,,true,,,,1,,261769,Positive,true, 7/12/2019 @ 13:10:31,
261782n1,true,,,,true,,1,,261782,Positive,, 8/12/2019 @ 12:56:29,
261818n1,,,true,,,,1,,261818,Negative,, 7/12/2019 @ 13:10:57,
261896n1,,,,true,true,,1,,261896,Positive,, 1/12/2019 @ 10:14:2,
261919n1,,,,,,,1,,261919,Positive,, 7/12/2019 @ 12:47:4,true
261929n1,,,,,true,,1,,261929,Positive,, 2/12/2019 @ 19:5:45,true
261989n1,true,,,,,,1,,261989,Negative,, 30/11/2019 @ 16:2:22,
262024n1,,,,,,,1,,262024,Positive,, 30/11/2019 @ 16:9:4,true
262040n1,,,,,true,,1,,262040,Positive,, 7/12/2019 @ 12:48:46,
262062n1,,,,true,,,1,,262062,Negative,, 7/12/2019 @ 11:48:57,
262063n1,true,,,,,,1,,262063,Negative,, 2/12/2019 @ 18:35:8,
262097n1,,,,true,,,1,,262097,Positive,, 4/12/2019 @ 19:27:58,
262105n1,,,,,true,,1,,262105,Negative,, 5/12/2019 @ 21:52:20,
262116n1,,,true,true,,,1,,262116,Positive,, 3/12/2019 @ 19:54:17,
262131n1,,,,,true,,1,,262131,Positive,true, 1/12/2019 @ 9:51:56,
262154n1,,,,,true,,1,,262154,Positive,, 5/12/2019 @ 21:46:7,true
262165n1,,,true,true,,,1,,262165,Positive,, 29/11/2019 @ 18:25:27,
262184n1,,,,,true,,1,,262184,Positive,, 10/12/2019 @ 13:52:21,
262192n1,,,,,,,1,true,262192,Positive,, 6/12/2019 @ 19:54:52,true
262219n1,true,,,,,,1,,262219,Negative,, 6/12/2019 @ 19:32:52,
262220n1,true,,,,,,1,,262220,Positive,, 5/12/2019 @ 22:10:47,
262236n1,,true,,true,true,,1,,262236,Negative,true, 5/12/2019 @ 21:48:35,
262255n1,,,,true,true,,1,,262255,Positive,, 30/11/2019 @ 15:45:8,
262287n1,,true,,true,true,,1,,262287,Positive,, 7/12/2019 @ 12:32:6,
262310n1,true,,,true,,,1,,262310,Positive,, 2/12/2019 @ 19:58:51,
262368n1,true,,,,,,1,,262368,Negative,, 1/12/2019 @ 9:42:56,true
262377n1,,,,true,,,1,,262377,Negative,, 29/11/2019 @ 16:24:29,
262377n2,,,,true,,,2,,262377,Negative,, 26/11/2019 @ 23:22:50,
262377n3,,,,true,,,3,,262377,Negative,, 29/11/2019 @ 12:50:8,true
262377n4,,,,true,,,4,,262377,Negative,, 27/11/2019 @ 15:39:56,
262377n5,,,,true,,,5,,262377,Negative,, 1/12/2019 @ 17:27:45,true
262377n6,,true,,,,,6,,262377,Positive,, 27/11/2019 @ 13:53:10,
262466n1,,,true,true,,,1,,262466,Negative,true, 7/12/2019 @ 12:56:27,
262483n1,,,,true,,,1,,262483,Positive,, 30/11/2019 @ 18:25:25,true
262488n1,,true,true,,true,,1,,262488,Positive,true, 29/11/2019 @ 18:22:21,
262513n1,,true,,,,,1,,262513,Negative,, 30/11/2019 @ 16:9:28,
262518n1,,,,true,,,1,,262518,Positive,true, 8/12/2019 @ 16:26:2,
262528n1,,,,true,,,1,,262528,Negative,, 1/12/2019 @ 10:0:44,
262578n1,true,,,,,,1,,262578,Negative,, 7/12/2019 @ 12:53:2,
262654n1,,,,true,,,1,,262654,Positive,, 1/12/2019 @ 9:55:7,
262658n1,,,,true,true,,1,,262658,Positive,, 5/12/2019 @ 21:54:13,true
262665n1,,,,true,,,1,,262665,Negative,, 30/11/2019 @ 18:23:55,
262708n1,,,,true,,,1,,262708,Negative,, 2/12/2019 @ 20:11:33,
262709n1,true,,,,,,1,,262709,Positive,, 3/12/2019 @ 20:8:56,
262711n1,,,,,true,,1,,262711,Positive,, 10/12/2019 @ 14:13:39,true
262751n1,true,,true,,,,1,,262751,Positive,, 10/12/2019 @ 14:2:43,
262757n1,,true,,,,,1,,262757,Positive,, 1/12/2019 @ 9:44:35,
262797n1,,,,,,,1,,262797,Positive,, 3/12/2019 @ 20:0:36,true
262829n1,,,true,,,,1,,262829,Positive,, 7/12/2019 @ 12:41:59,true
262840n1,true,,true,true,,,1,true,262840,Negative,, 7/12/2019 @ 12:32:57,true
262908n1,,,,true,,,1,true,262908,Positive,, 10/12/2019 @ 14:25:24,
262910n1,,,,true,,,1,,262910,Negative,, 6/12/2019 @ 19:42:2,
262912n1,true,,,true,,,1,,262912,Negative,, 8/12/2019 @ 16:24:2,
262950n1,,,true,,true,,1,,262950,Positive,, 1/12/2019 @ 9:56:17,
262957n1,true,,,,,,1,,262957,Positive,true, 8/12/2019 @ 13:30:29,true
262974n1,,,,true,,,1,,262974,Positive,, 2/12/2019 @ 19:53:17,
262975n1,true,,,true,,,1,,262975,Negative,, 10/12/2019 @ 13:54:6,
262984n1,true,,,,,,1,,262984,Negative,, 2/12/2019 @ 19:3:12,
262986n1,,,,true,,,1,,262986,Negative,, 6/12/2019 @ 19:47:25,
263031n1,true,,,true,true,,1,,263031,Positive,, 4/12/2019 @ 19:32:31,
263045n1,,,,true,,,1,,263045,Positive,, 30/11/2019 @ 15:54:58,
263073n1,,,true,,,,1,,263073,Positive,, 10/12/2019 @ 14:29:6,true
263098n1,true,,,,,,1,,263098,Negative,, 1/12/2019 @ 9:54:34,
263103n1,true,,,,true,,1,,263103,Positive,, 3/12/2019 @ 19:4:9,
263111n1,,,,true,,,1,,263111,Negative,, 7/12/2019 @ 12:29:14,
263122n1,,,,true,,,1,,263122,Positive,, 10/12/2019 @ 14:25:42,
263127n1,,,,true,,,1,,263127,Positive,, 7/12/2019 @ 12:29:49,
263128n1,true,,,,,,1,,263128,Negative,, 5/12/2019 @ 22:4:26,true
263156n1,,,true,true,,,1,true,263156,Negative,, 3/12/2019 @ 20:18:50,
263183n1,,,true,,,,1,,263183,Negative,true, 2/12/2019 @ 19:53:34,
263187n1,,,,,true,,1,,263187,Positive,, 30/11/2019 @ 15:55:44,
263199n1,,,,true,,,1,,263199,Negative,, 10/12/2019 @ 14:34:7,
263219n1,,true,,,,,1,,263219,Positive,, 8/12/2019 @ 12:42:17,
263278n1,,,,true,,,1,,263278,Negative,, 8/12/2019 @ 18:30:0,
263289n1,,,,true,,,1,,263289,Positive,, 7/12/2019 @ 12:34:55,
263304n1,true,,,true,,,1,,263304,Negative,, 7/12/2019 @ 12:56:12,
263305n1,,,,true,,,1,,263305,Negative,, 7/12/2019 @ 12:38:1,
263371n1,,,true,true,,,1,true,263371,Positive,, 2/12/2019 @ 19:9:26,
263375n1,,,,,true,,1,,263375,Positive,, 10/12/2019 @ 13:51:12,
263398n1,,,,,,,1,,263398,Positive,, 30/11/2019 @ 18:29:48,true
263421n1,,,,,true,,1,,263421,Negative,, 7/12/2019 @ 12:20:36,
263512n1,,,,true,,,1,,263512,Positive,, 7/12/2019 @ 13:1:4,
263570n1,,,,true,,,1,,263570,Negative,, 30/11/2019 @ 15:55:19,
263668n1,,,,,true,,1,,263668,Positive,, 3/12/2019 @ 20:15:4,
263698n1,,,,true,,,1,true,263698,Negative,, 1/12/2019 @ 9:55:46,
263705n1,,,,true,,,1,,263705,Positive,, 10/12/2019 @ 13:55:26,
263708n1,true,,,true,,,1,,263708,Negative,, 2/12/2019 @ 19:59:19,
263743n1,true,,true,,,,1,,263743,Positive,, 8/12/2019 @ 18:38:59,
263788n1,,,,true,,,1,,263788,Negative,, 6/12/2019 @ 19:26:15,
263858n1,,,,true,,,1,true,263858,Negative,, 29/11/2019 @ 16:59:18,
263858n2,,,,true,,,2,,263858,Positive,, 27/11/2019 @ 13:50:46,
263858n3,,,,,true,,3,,263858,Negative,, 30/11/2019 @ 19:59:58,
263858n4,,,,true,true,,4,,263858,Negative,, 27/11/2019 @ 17:4:59,
263858n5,true,,,true,,,5,true,263858,Negative,true, 1/12/2019 @ 18:21:53,
263864n1,,,,,,,1,,263864,Negative,true, 10/12/2019 @ 14:3:54,
263938n1,,,,,true,,1,,263938,Positive,, 1/12/2019 @ 10:11:32,
263944n1,,,,true,,,1,,263944,Negative,true, 3/12/2019 @ 20:16:3,
263997n1,true,,,,,,1,,263997,Negative,, 30/11/2019 @ 16:6:48,
264017n1,,,,,true,,1,,264017,Negative,, 1/12/2019 @ 10:6:47,
264019n1,,,,,true,,1,,264019,Positive,, 2/12/2019 @ 18:19:15,
264055n1,,,,true,,,1,,264055,Negative,, 3/12/2019 @ 20:20:9,
264064n1,,,,,,,1,,264064,Positive,, 2/12/2019 @ 19:45:37,true
264067n1,,,,,,,1,,264067,Positive,true, 29/11/2019 @ 18:16:43,
264087n1,,,,true,,,1,,264087,Negative,, 8/12/2019 @ 12:54:52,
264131n1,,,,true,,,1,,264131,Positive,, 10/12/2019 @ 14:16:12,
264151n1,,,,,,,1,,264151,Positive,true, 6/12/2019 @ 19:56:48,
264169n1,,,,,true,,1,,264169,Positive,, 30/11/2019 @ 16:8:27,
264192n1,true,,,,,,1,,264192,Negative,, 2/12/2019 @ 18:58:34,
264224n1,,,,true,,,1,,264224,Negative,, 10/12/2019 @ 14:25:28,
264255n1,,,,true,,,1,,264255,Negative,, 1/12/2019 @ 10:1:39,
264312n1,,,,,,,1,true,264312,Positive,, 30/11/2019 @ 18:37:31,true
264392n1,,,,true,,,1,,264392,Negative,, 5/12/2019 @ 21:0:32,
264456n1,,,,,true,,1,,264456,Positive,, 6/12/2019 @ 19:25:20,
264460n1,,,true,,,,1,,264460,Positive,, 10/12/2019 @ 14:31:8,
264470n1,,,true,,,,1,,264470,Positive,, 10/12/2019 @ 14:36:13,true
264480n1,,,,true,,,1,,264480,Negative,, 1/12/2019 @ 9:38:24,
264482n1,,,,true,,,1,,264482,Negative,, 7/12/2019 @ 12:58:32,true
264505n1,true,,,true,,,1,,264505,Negative,, 8/12/2019 @ 13:32:28,
264510n1,,,,true,true,,1,,264510,Negative,, 30/11/2019 @ 15:54:19,
264514n1,true,,true,true,,,1,,264514,Positive,, 2/12/2019 @ 19:16:17,
264520n1,true,,,,,,1,,264520,Negative,, 2/12/2019 @ 18:53:57,
264540n1,,,,,true,,1,,264540,Positive,true, 30/11/2019 @ 15:54:33,
264587n1,,,,true,,,1,,264587,Negative,, 6/12/2019 @ 19:47:20,
264638n1,,true,,,,,1,,264638,Positive,, 10/12/2019 @ 14:15:14,
264671n1,,,,true,,,1,true,264671,Negative,, 30/11/2019 @ 18:29:11,
264681n1,true,,,true,,,1,,264681,Positive,, 30/11/2019 @ 18:36:46,
264694n1,,,,,,,1,,264694,Positive,, 7/12/2019 @ 12:22:25,true
264713n1,,,,true,,,1,,264713,Negative,, 7/12/2019 @ 11:55:21,
264746n1,,,true,,,,1,true,264746,Negative,, 8/12/2019 @ 12:58:37,true
264766n1,,,,true,,,1,,264766,Negative,, 2/12/2019 @ 19:55:4,
264940n1,,,true,true,true,,1,,264940,Positive,, 10/12/2019 @ 14:46:15,
265000n1,true,,,,,,1,,265000,Negative,, 6/12/2019 @ 19:33:6,
265030n1,,,,,true,,1,,265030,Positive,, 7/12/2019 @ 12:42:11,
265095n1,,true,,,,,1,,265095,Negative,, 8/12/2019 @ 13:30:51,
265108n1,,,,,true,,1,,265108,Negative,true, 3/12/2019 @ 20:7:35,
265115n1,,,,true,,,1,,265115,Negative,, 3/12/2019 @ 20:11:6,
265134n1,,,true,,true,,1,,265134,Positive,, 30/11/2019 @ 18:44:8,
265138n1,,,,,true,,1,,265138,Positive,, 8/12/2019 @ 16:28:4,
265160n1,,,true,true,,,1,,265160,Negative,, 2/12/2019 @ 19:55:45,
265199n1,true,,,,,,1,,265199,Negative,, 2/12/2019 @ 19:37:25,
265200n1,,,,true,,,1,,265200,Negative,, 2/12/2019 @ 18:31:41,
265316n1,,,,,true,,1,,265316,Positive,, 7/12/2019 @ 12:50:30,
265379n1,,,,true,,,1,,265379,Negative,, 5/12/2019 @ 21:58:34,
265382n1,,true,,,,,1,true,265382,Positive,, 1/12/2019 @ 10:6:14,
265391n1,,,,true,,,1,,265391,Positive,, 30/11/2019 @ 18:47:55,
265396n1,,,true,,true,,1,,265396,Positive,, 10/12/2019 @ 14:16:3,
265415n1,,,,,true,,1,,265415,Negative,, 10/12/2019 @ 14:27:58,
265431n1,,,,,true,,1,,265431,Negative,, 5/12/2019 @ 22:14:13,
265481n1,,,,true,true,,1,true,265481,Positive,true, 7/12/2019 @ 12:27:16,
265539n1,true,true,,true,,,1,,265539,Negative,, 10/12/2019 @ 14:8:10,
265544n1,true,,true,,,,1,,265544,Negative,, 30/11/2019 @ 15:51:49,
265592n1,,,,true,true,,1,,265592,Negative,, 5/12/2019 @ 21:43:27,
265613n1,,true,,true,true,,1,,265613,Negative,, 30/11/2019 @ 16:9:16,
265624n1,,,true,true,true,,1,,265624,Negative,, 10/12/2019 @ 14:14:10,
265630n1,true,,,,,,1,,265630,Negative,, 30/11/2019 @ 15:48:34,
265631n1,,,,,true,,1,,265631,Positive,, 3/12/2019 @ 20:8:18,
265676n1,,,,true,true,,1,,265676,Negative,, 30/11/2019 @ 18:48:45,
265806n1,,,,true,,,1,,265806,Negative,, 1/12/2019 @ 9:56:10,
265809n1,,,true,true,,,1,,265809,Positive,, 30/11/2019 @ 15:49:20,
265834n1,,,,,,,1,,265834,Positive,, 2/12/2019 @ 19:54:2,true
265910n1,,,,,true,,1,,265910,Positive,, 7/12/2019 @ 12:38:50,
265931n1,,,,true,,,1,,265931,Positive,, 8/12/2019 @ 13:31:9,
265935n1,,,true,,,,1,,265935,Negative,, 30/11/2019 @ 16:4:43,true
265968n1,,,,true,,,1,,265968,Negative,, 2/12/2019 @ 19:54:14,
265976n1,,true,,true,,,1,,265976,Positive,, 2/12/2019 @ 19:33:59,
266058n1,,,,true,,,1,,266058,Positive,, 10/12/2019 @ 14:47:56,
266086n1,,,,true,,,1,,266086,Positive,, 8/12/2019 @ 18:43:20,
266091n1,,,,true,,,1,,266091,Positive,, 8/12/2019 @ 18:36:24,
266116n1,,,true,,,,1,true,266116,Positive,, 2/12/2019 @ 18:55:58,
266134n1,,true,,,,,1,,266134,Positive,, 10/12/2019 @ 13:50:56,
266137n1,,,,,true,,1,,266137,Positive,, 4/12/2019 @ 19:51:47,
266177n1,,,,true,,,1,,266177,Negative,, 8/12/2019 @ 16:32:8,
266218n1,,,,true,true,,1,,266218,Negative,, 2/12/2019 @ 19:5:34,
266223n1,,true,,true,,,1,,266223,Negative,, 29/11/2019 @ 18:13:31,
266227n1,,,,true,,,1,,266227,Negative,, 1/12/2019 @ 9:53:48,
266228n1,,,,true,,,1,,266228,Negative,, 1/12/2019 @ 10:12:26,
266254n1,,,,,true,,1,,266254,Negative,, 8/12/2019 @ 13:34:35,
266272n1,true,,,,,,1,,266272,Negative,, 29/11/2019 @ 18:20:36,
266289n1,,true,,true,true,,1,true,266289,Positive,, 6/12/2019 @ 19:44:33,
266347n1,,,,,true,,1,true,266347,Positive,, 29/11/2019 @ 18:5:28,
266347n2,,,,,true,,2,true,266347,Positive,, 27/11/2019 @ 14:23:17,
266347n3,,,true,,true,,3,,266347,Positive,, 6/12/2019 @ 15:11:1,
266347n4,,,,,true,,4,true,266347,Positive,, 3/12/2019 @ 14:6:32,
266347n5,,,true,true,,,5,true,266347,Positive,, 1/12/2019 @ 19:31:13,
266352n1,,,,,true,,1,true,266352,Positive,true, 7/12/2019 @ 13:16:45,
266366n1,,,,true,,,1,,266366,Negative,, 30/11/2019 @ 16:6:29,
266378n1,,,,true,,,1,,266378,Positive,, 2/12/2019 @ 18:30:15,
266381n1,,,,true,,,1,,266381,Positive,, 8/12/2019 @ 16:17:57,
266384n1,true,,,,,,1,,266384,Negative,, 8/12/2019 @ 18:31:5,
266392n1,true,,,,,,1,,266392,Positive,, 2/12/2019 @ 19:20:7,
266451n1,true,,true,,,,1,,266451,Negative,, 5/12/2019 @ 21:27:50,
266485n1,,,,true,,,1,,266485,Negative,, 10/12/2019 @ 14:34:36,
266503n1,true,,,,,,1,,266503,Negative,, 29/11/2019 @ 18:14:8,
266509n1,,,,true,,,1,,266509,Negative,, 10/12/2019 @ 14:7:5,
266578n1,,,,true,,,1,,266578,Positive,, 30/11/2019 @ 16:5:2,
266586n1,,,,true,,,1,,266586,Positive,, 10/12/2019 @ 14:16:21,
266595n1,,true,,true,,,1,,266595,Negative,, 30/11/2019 @ 15:56:55,
266607n1,,,true,,,,1,,266607,Positive,, 10/12/2019 @ 14:10:47,true
266615n1,,,,,,,1,,266615,Negative,, 10/12/2019 @ 14:9:21,true
266617n1,,,,,true,,1,,266617,Negative,, 2/12/2019 @ 19:12:11,
266674n1,,,,,,,1,,266674,Positive,, 6/12/2019 @ 19:43:25,true
266680n1,true,,,,,,1,,266680,Positive,, 10/12/2019 @ 14:45:31,
266681n1,,,,,,,1,,266681,Positive,, 7/12/2019 @ 13:17:17,true
266713n1,,,,,,trueno idea what this applies to,1,,266713,Positive,, 10/12/2019 @ 14:23:1,
266722n1,true,,,true,,,1,,266722,Positive,, 29/11/2019 @ 18:23:27,
266739n1,true,,,,,,1,,266739,Positive,, 2/12/2019 @ 19:4:17,true
266767n1,,,,true,,,1,,266767,Negative,, 6/12/2019 @ 19:59:11,
266858n1,,,,true,,,1,,266858,Negative,, 29/11/2019 @ 18:28:15,
266876n1,,,true,true,,,1,,266876,Positive,, 6/12/2019 @ 19:29:16,
266879n1,,,,,,,1,,266879,Positive,, 3/12/2019 @ 20:3:33,true
266932n1,,,,,true,,1,,266932,Positive,, 8/12/2019 @ 16:28:12,
266943n1,,,true,,,,1,,266943,Positive,, 8/12/2019 @ 16:17:33,true
266988n1,true,,true,,,,1,,266988,Positive,, 5/12/2019 @ 21:54:2,
267026n1,,,,,,,1,,267026,Positive,, 30/11/2019 @ 15:57:1,true
267044n1,,,,true,,,1,,267044,Negative,, 30/11/2019 @ 18:44:42,
267057n1,,,,,,,1,,267057,Positive,true, 8/12/2019 @ 18:39:55,
267074n1,true,,,true,true,,1,,267074,Positive,, 7/12/2019 @ 12:37:46,
267090n1,,,,true,,,1,,267090,Negative,, 5/12/2019 @ 22:3:2,
267092n1,,,true,true,,,1,,267092,Positive,true, 2/12/2019 @ 19:11:5,
267102n1,,,,,true,,1,,267102,Negative,, 6/12/2019 @ 19:55:39,
267119n1,,,,true,,,1,,267119,Negative,, 7/12/2019 @ 12:19:50,
267131n1,,,,true,,,1,,267131,Negative,, 10/12/2019 @ 13:53:54,
267149n1,true,,,,,,1,,267149,Negative,, 3/12/2019 @ 20:18:32,
267181n1,,,,true,,,1,,267181,Negative,, 2/12/2019 @ 19:52:25,
267183n1,,,,,true,,1,,267183,Negative,true, 7/12/2019 @ 12:34:50,
